canonical_smiles,assay_id,description,assay_type,year,standard_value,standard_units,activity_comment,doc_id
OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,16.0,10^-6 cm/s,,CHEMBL5108053
N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,32.0,10^-6 cm/s,,CHEMBL5108053
OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,2199432,Permeability of the compound across basolateral to apical membrane in human Caco-2 cells at 10 uM incubated for 90 mins by LC-MS/MS analysis,A,2022,30.0,10^-6 cm/s,,CHEMBL5108053
O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(Cl)(CC(C1)c1ccccc13)C2,2200071,Permeability across apical to basal membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,55.6,nm/s,,CHEMBL5108068
O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,2200071,Permeability across apical to basal membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,32.9,nm/s,,CHEMBL5108068
O=C(NC1CCN(C(=O)C2CC2)CC1)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,2200071,Permeability across apical to basal membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,26.9,nm/s,,CHEMBL5108068
O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(Cl)(CC(C1)c1ccccc13)C2,2200072,Permeability across basal to apical membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,171.6,nm/s,,CHEMBL5108068
O=C(NC1CCN(C(=O)C2CCOCC2)CC1)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,2200072,Permeability across basal to apical membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,301.7,nm/s,,CHEMBL5108068
O=C(NC1CCN(C(=O)C2CC2)CC1)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,2200072,Permeability across basal to apical membrane in human Caco-2 cells at 10 uM measured after 2 hrs by UPLC-MS/MS analysis,A,2022,235.4,nm/s,,CHEMBL5108068
COc1ccc(F)c(CNC(=O)c2cnn(Cc3ccc(Cn4ccccc4=O)cc3)c2)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,3.2,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(F)ccc(OC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,18.0,10^-6 cm/s,,CHEMBL5108074
COc1ccc(F)c(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2CN(C)C)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,14.0,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1cccc(OC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,25.0,10^-6 cm/s,,CHEMBL5108074
COc1cccc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2N(C)C)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,23.0,10^-6 cm/s,,CHEMBL5108074
COc1cccc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2C2CC2)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,24.0,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(Cl)ccc(OC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,9.3,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(C#N)ccc(OC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,14.0,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(F)ccc(OC)c1C(C)C,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,11.0,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1C,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,25.0,10^-6 cm/s,,CHEMBL5108074
COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,9.0,10^-6 cm/s,,CHEMBL5108074
CCOc1ccnc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2COC)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,11.0,10^-6 cm/s,,CHEMBL5108074
COc1ccnc(CNC(=O)c2cnn(Cc3ccc(Cn4ccccc4=O)cc3)c2)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,3.1,10^-6 cm/s,,CHEMBL5108074
COc1ccnc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2C(F)(F)F)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,17.0,10^-6 cm/s,,CHEMBL5108074
COc1ccnc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2C2CC2)c1F,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,9.5,10^-6 cm/s,,CHEMBL5108074
Nc1cccc2cc(CNC(=O)c3cnn(Cc4ccc(Cn5ccccc5=O)cc4)c3)ccc12,2200292,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 1 hr by LC-MS/MS analysis,A,2022,2.0,10^-6 cm/s,,CHEMBL5108074
Cc1cccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)c1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,11.62,nm/s,,CHEMBL5108082
CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,1.34,nm/s,,CHEMBL5108082
COc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)cc1F,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,18.0,nm/s,,CHEMBL5108082
Cc1cncc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)c1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,170.0,nm/s,,CHEMBL5108082
CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3n2C)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,94.0,nm/s,,CHEMBL5108082
O=C(Nc1ccc2nc(-c3ccccc3)cn2c1)c1cc([N+](=O)[O-])ccc1Cl,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,71.0,nm/s,,CHEMBL5108082
Cc1ccc(-n2nc3ccc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)cc3n2)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,3.7,nm/s,,CHEMBL5108082
CCc1ccc(-c2nc3cc(NC(=O)c4cc(C#N)ccc4Cl)ccc3o2)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,0.0,nm/s,,CHEMBL5108082
CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Br)ccc3o2)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,2.6,nm/s,,CHEMBL5108082
CCc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4I)ccc3o2)cc1,2200561,Apparent permeability of the compound across apical side to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,3.3,nm/s,,CHEMBL5108082
O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,2201373,Apparent permeability across apical to basolateral membrane in human Caco-2 cells,A,2022,14.7,10^-6 cm/s,,CHEMBL5113379
O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,2201374,Apparent permeability across basolateral to apical membrane in human Caco-2 cells,A,2022,7.8,10^-6 cm/s,,CHEMBL5113379
COc1cc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)c(C)nc2cc1OCCN1CCOCC1,2202578,Apparent permeability of the compound from apical to basolateral side in human Caco-2 cells at pH 6.5 to 7.4,A,2022,0.4,10^-6 cm/s,,CHEMBL5113398
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,2202578,Apparent permeability of the compound from apical to basolateral side in human Caco-2 cells at pH 6.5 to 7.4,A,2022,16.4,10^-6 cm/s,,CHEMBL5113398
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,2202578,Apparent permeability of the compound from apical to basolateral side in human Caco-2 cells at pH 6.5 to 7.4,A,2022,0.3,10^-6 cm/s,,CHEMBL5113398
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,2202578,Apparent permeability of the compound from apical to basolateral side in human Caco-2 cells at pH 6.5 to 7.4,A,2022,72.0,10^-6 cm/s,,CHEMBL5113398
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2202578,Apparent permeability of the compound from apical to basolateral side in human Caco-2 cells at pH 6.5 to 7.4,A,2022,0.3,10^-6 cm/s,,CHEMBL5113398
O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2ccccc12,2202735,Apparent permeability of the compound in human Caco-2 cells,A,2022,4.1,10^-6 cm/s,,CHEMBL5113402
O=C(CCCC[C@@H]1CCSS1)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,2204615,Apparent permeability in human Caco-2 cells replacement with fresh buffer at 30 mins interval for 150 mins by fluorescein based LC-MS analysis (Rvb = 0.100 +/- 0.004 10^-6cm/s),A,2022,2.72,10^-6 cm/s,,CHEMBL5113465
Cl.O=C(CCCC[C@@H]1CCSS1)OCCN1CCOCC1,2204615,Apparent permeability in human Caco-2 cells replacement with fresh buffer at 30 mins interval for 150 mins by fluorescein based LC-MS analysis (Rvb = 0.100 +/- 0.004 10^-6cm/s),A,2022,0.705,10^-6 cm/s,,CHEMBL5113465
O=C(CCCC[C@@H]1CCSS1)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,2204616,Apparent permeability in human Caco-2 cells replacement with fresh buffer at 20 mins interval for 60 mins by fluorescein based UV-visible spectrophotometry,A,2022,0.479,10^-6 cm/s,,CHEMBL5113465
Cl.O=C(CCCC[C@@H]1CCSS1)OCCN1CCOCC1,2204616,Apparent permeability in human Caco-2 cells replacement with fresh buffer at 20 mins interval for 60 mins by fluorescein based UV-visible spectrophotometry,A,2022,0.386,10^-6 cm/s,,CHEMBL5113465
Cc1oc(=O)oc1COC(=O)CCCC[C@@H]1CCSS1,2204617,Apparent permeability in human Caco-2 cells measured after 15 mins by LC-MS analysis,A,2022,15.9,10^-6 cm/s,,CHEMBL5113465
Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(O)c(O)c(O)c3)C(C(=O)NCc3ccco3)C2)cc1,2204633,Apparent permeability across apical to basolateral side in human Caco-2 cells at 2 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,0.2,10^-6 cm/s,,CHEMBL5113468
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,2204633,Apparent permeability across apical to basolateral side in human Caco-2 cells at 2 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,15.9,10^-6 cm/s,,CHEMBL5113468
COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1,2205646,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2022,11.9,10^-6 cm/s,,CHEMBL5113495
COc1ccc(C(=O)Nc2cccc([C@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1,2205647,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 in the presence of 1% BSA,A,2022,1.4,10^-6 cm/s,,CHEMBL5113495
COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1,2205648,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 in the presence of 100 uM verapamil,A,2022,19.4,10^-6 cm/s,,CHEMBL5113495
COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1,2205649,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 in the presence of 10 uM KO143,A,2022,16.6,10^-6 cm/s,,CHEMBL5113495
COc1cc2c(cc1OC)CN(c1ccc(C=O)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,2.8,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1ccc(F)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,20.4,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)C(C)N(c1ccc(CO)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,34.4,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)C(C)N(c1ccc(C=O)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,7.4,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)C(C)N(c1ccc(F)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,8.3,10^-6 cm/s,,CHEMBL5113541
COc1ccc(N2CCc3cc(OC)c(OC)cc3C2)cc1,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,10.1,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1ccc(CO)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,26.8,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1ccc(C(=O)O)cc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,81.2,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1ccccc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,21.0,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1cccc(O)c1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,43.7,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1cccnc1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,39.5,10^-6 cm/s,,CHEMBL5113541
COc1cc2c(cc1OC)CN(c1ccccn1)CC2,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,38.8,10^-6 cm/s,,CHEMBL5113541
COC(=O)c1ccccc1N1CCc2cc(OC)c(OC)cc2C1,2207805,Apparent permeability of the compound in human Caco-2 cells at 25 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,2.1,10^-6 cm/s,,CHEMBL5113541
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C)nc34)CC2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,7.9,10^-6 cm/s,,CHEMBL5120828
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccn(C)c(=O)c34)CC2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,17.0,10^-6 cm/s,,CHEMBL5120828
Cn1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,67.0,10^-6 cm/s,,CHEMBL5120828
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,17.0,10^-6 cm/s,,CHEMBL5120828
CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,48.0,10^-6 cm/s,,CHEMBL5120828
CN(C)CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,4.3,10^-6 cm/s,,CHEMBL5120828
CN(C)C(=O)CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,15.0,10^-6 cm/s,,CHEMBL5120828
CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(C)ccc5n4)cn3)C2)C1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,5.7,10^-6 cm/s,,CHEMBL5120828
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cnn[nH]5)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,3.3,10^-6 cm/s,,CHEMBL5120828
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cn(C)nn5)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,21.0,10^-6 cm/s,,CHEMBL5120828
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5nnc[nH]5)ccc4n3)cn2)CC1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,16.0,10^-6 cm/s,,CHEMBL5120828
CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(CC(F)F)ccc5n4)cn3)C2)C1,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,12.0,10^-6 cm/s,,CHEMBL5120828
C[C@H](F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O,2209832,Intrinsic permeability across apical to basolateral side in human Caco-2 cells,A,2022,17.0,10^-6 cm/s,,CHEMBL5120828
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1Cl,2210508,Apparent permeability across apical to basolateral side in human Caco-2 cells at 2 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,1.4,10^-6 cm/s,,CHEMBL5120849
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1Cl,2210509,Apparent permeability across basolateral to apical side in human Caco-2 cells at 2 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,4.7,10^-6 cm/s,,CHEMBL5120849
O=C(CCCCCCCCC[P+](c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)NC(COC(=O)CCCc1ccccc1)(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1.[Br-],2212218,Apparent permeability across apical to basolateral side in human Caco-2 cells at 2 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,24.3,10^-6 cm/s,,CHEMBL5120920
O=C(CCCCCCCCC[P+](c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)NC(COC(=O)CCCc1ccccc1)(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1.[Br-],2212219,Apparent permeability across basolateral to apical side in human Caco-2 cells at 2 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,16.8,10^-6 cm/s,,CHEMBL5120920
O=C(O)CCCc1ccccc1,2212219,Apparent permeability across basolateral to apical side in human Caco-2 cells at 2 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,0.74,10^-6 cm/s,,CHEMBL5120920
CC(c1ccccc1)N1CCN(Cc2ccc(C(=O)NO)cc2)CC1,2212588,Apparent permeability in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,10.9,10^-6 cm/s,,CHEMBL5120930
O=C(NO)c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,2212588,Apparent permeability in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,17.1,10^-6 cm/s,,CHEMBL5120930
O=C(NO)c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,2212588,Apparent permeability in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,2022,11.6,10^-6 cm/s,,CHEMBL5120930
CC(=O)N1CCN(c2cccc(NC(=O)c3cc4c(F)ccc(C)c4[nH]3)c2)CC1,2212599,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,6.3,10^-6 cm/s,,CHEMBL5120931
Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CC[C@H](N(C)S(C)(=O)=O)C4)C3)[nH]c12,2212599,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,3.2,10^-6 cm/s,,CHEMBL5120931
CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,2212599,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,3.2,10^-6 cm/s,,CHEMBL5120931
Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CCN5C(=O)CC[C@H]5C4)C3)[nH]c12,2212599,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,4.3,10^-6 cm/s,,CHEMBL5120931
CC(=O)N1CCN(c2cccc(NC(=O)c3cc4c(F)ccc(C)c4[nH]3)c2)CC1,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,5.2,10^-6 cm/s,,CHEMBL5120931
Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CC[C@H](N(C)S(C)(=O)=O)C4)C3)[nH]c12,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,18.0,10^-6 cm/s,,CHEMBL5120931
CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,20.0,10^-6 cm/s,,CHEMBL5120931
Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CCN5C(=O)CC[C@H]5C4)C3)[nH]c12,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,17.0,10^-6 cm/s,,CHEMBL5120931
CC(=O)N1CC[C@H]2CN([C@H]3CCC[C@@H](NC(=O)c4cc5c(F)ccc(C)c5[nH]4)C3)C[C@H]21,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,32.0,10^-6 cm/s,,CHEMBL5120931
CC(=O)N1CC[C@H]2[C@@H]1CCN2[C@H]1CCC[C@@H](NC(=O)c2cc3c(F)ccc(C)c3[nH]2)C1,2212600,Apparent permeability across basal to apical side in human Caco-2 cells at 5 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,22.0,10^-6 cm/s,,CHEMBL5120931
C[C@@H]1CN(c2ccc(-c3n[nH]c4cnc(N5[C@H](C)CN(C(=O)N6CCCC6)C[C@@H]5C)nc34)cn2)CCN1,2212893,Apparent permeability across apical to basolateral side in human Caco-2 cells at 50 uM incubated for 120 mins by LC/MS/MS analysis,A,2022,0.4,10^-6 cm/s,,CHEMBL5120943
