canonical_smiles,assay_id,description,assay_type,year,standard_value,standard_units,activity_comment,doc_id
C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]cnc21,2217381,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM by LC-MS/MS analysis,A,2022,1.3,10^-6 cm/s,,CHEMBL5126625
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,2220615,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,2.29,10^-6 cm/s,,CHEMBL5131455
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2)c1,2220615,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,27.1,10^-6 cm/s,,CHEMBL5131455
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,2220616,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,6.84,10^-6 cm/s,,CHEMBL5131455
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2)c1,2220616,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,11.1,10^-6 cm/s,,CHEMBL5131455
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,10.3,10^-6 cm/s,,CHEMBL5131546
Cc1c(-c2ccc(-c3c[nH]nc3-c3ccnc(N4CCOCC4)c3)cc2)ccc(S(N)(=O)=O)c1C,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,7.14,10^-6 cm/s,,CHEMBL5131546
Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,4.21,10^-6 cm/s,,CHEMBL5131546
CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,4.27,10^-6 cm/s,,CHEMBL5131546
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,8.78,10^-6 cm/s,,CHEMBL5131546
Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1,2223040,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,3.36,10^-6 cm/s,,CHEMBL5131546
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,38.9,10^-6 cm/s,,CHEMBL5131546
Cc1c(-c2ccc(-c3c[nH]nc3-c3ccnc(N4CCOCC4)c3)cc2)ccc(S(N)(=O)=O)c1C,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,30.4,10^-6 cm/s,,CHEMBL5131546
Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,40.6,10^-6 cm/s,,CHEMBL5131546
CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,40.5,10^-6 cm/s,,CHEMBL5131546
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,27.0,10^-6 cm/s,,CHEMBL5131546
Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1,2223041,Apparent permeability of the compound across basolateral to apical side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC-MS/MS analysis,A,2022,25.7,10^-6 cm/s,,CHEMBL5131546
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C)C(c2ccccc2)c2ccccc2)cc1,2223372,Apparent permeability of compound in human Caco2 cells from apical to basal,A,2022,16.0,10^-6 cm/s,,CHEMBL5131568
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1,2223372,Apparent permeability of compound in human Caco2 cells from apical to basal,A,2022,38.0,10^-6 cm/s,,CHEMBL5131568
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C)C(c2ccccc2)c2ccccc2)cc1,2223373,Apparent permeability of compound in human Caco2 cells from basal to apical,A,2022,21.0,10^-6 cm/s,,CHEMBL5131568
Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1,2223373,Apparent permeability of compound in human Caco2 cells from basal to apical,A,2022,26.0,10^-6 cm/s,,CHEMBL5131568
C[C@H]1OC(=O)N(c2nc(-c3cnc(N)nc3C(F)(F)F)cc(N3CCOCC3)n2)[C@H]1CO,2225503,Minimal apparent permeability across apical to basolateral side in human Caco-2 cells at 0.25 to 30 uM measured after 120 mins by LC-MS/MS analysis,A,2022,15.0,10^-5 cm/min,,CHEMBL5137017
C[C@H]1OC(=O)N(c2nc(-c3cnc(N)nc3C(F)(F)F)cc(N3CCOCC3)n2)[C@H]1CO,2225559,Apparent permeability across apical to basolateral side in human Caco-2 cells at 10 uM measured after 120 mins by LC-MS/MS analysis,A,2022,53.4,10^-5 cm/min,,CHEMBL5137017
C[C@H]1OC(=O)N(c2nc(-c3cnc(N)nc3C(F)(F)F)cc(N3CCOCC3)n2)[C@H]1CO,2225560,Apparent permeability across basolateral to apical side in human Caco-2 cells at 10 uM measured after 120 mins by LC-MS/MS analysis,A,2022,114.0,10^-5 cm/min,,CHEMBL5137017
Cc1cc(C2CCCCCC2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,5.74,10^-6 cm/s,,CHEMBL5137030
Cc1cc(CC2CCCCC2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,3.14,10^-5cm/s,,CHEMBL5137030
Cc1cc(Cc2ccccc2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,1.44,10^-5cm/s,,CHEMBL5137030
Cc1cc(Cc2cccc3ccccc23)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,6.46,10^-6 cm/s,,CHEMBL5137030
COc1cccc(Cc2cc(C)cc(=O)n2O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,2.43,10^-7 cm/s,,CHEMBL5137030
Cc1cc(Cc2cccc(OCc3ccccc3)c2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,1.37,10^-6 cm/s,,CHEMBL5137030
Cc1cc(Cc2ccc(OCc3ccccc3)cc2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,9.42,10^-7 cm/s,,CHEMBL5137030
Cc1cc(Cc2ccccc2-c2ccccc2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,2.03,10^-7 cm/s,,CHEMBL5137030
Cc1cc(Cc2cccc(-c3ccccc3)c2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,1.09,10^-6 cm/s,,CHEMBL5137030
Cc1cc(Cc2ccc(-c3ccccc3)cc2)n(O)c(=O)c1,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,1.35,10^-6 cm/s,,CHEMBL5137030
O=c1cc(-c2ccccc2)cc(C2CCCCC2)n1O,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,4.33,10^-6 cm/s,,CHEMBL5137030
O=c1cc(-c2ccccc2)cc(CC2CCCCC2)n1O,2226482,Apparent permeability of the compound across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs,A,2022,2.75,10^-6 cm/s,,CHEMBL5137030
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc3c(Br)cccc3nc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,7.5,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nccnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,19.0,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C)c(C)nc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,19.8,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C3CC3)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,11.8,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C(C)(C)O)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,1.7,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(N3CCOCC3)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,5.8,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(-c3ncc(F)cc3F)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,10.8,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(-c3nccs3)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,10.1,10^-6 cm/s,,CHEMBL5137074
Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2cc(Cl)cnc21,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,18.3,10^-6 cm/s,,CHEMBL5137074
Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C,2228090,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,15.2,10^-6 cm/s,,CHEMBL5137074
CCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,12.0,10^-6 cm/s,,CHEMBL5137079
CCCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,30.8,10^-6 cm/s,,CHEMBL5137079
Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3cc(NC(=O)CC[C@H](N)C(=O)O)ccc3[nH]1)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.0,10^-6 cm/s,,CHEMBL5137079
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,3.8,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,7.0,10^-6 cm/s,,CHEMBL5137079
N#Cc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,1.5,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(F)cc4[nH]3)n(Cc3ccccc3)c12,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,2.2,10^-6 cm/s,,CHEMBL5137079
COC(=O)c1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,1.1,10^-6 cm/s,,CHEMBL5137079
COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.9,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(O)cc4[nH]3)n(Cc3ccccc3)c12,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.0,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(OCCO)cc4[nH]3)n(Cc3ccccc3)c12,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.1,10^-6 cm/s,,CHEMBL5137079
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,3.0,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4cc5c(cc4[nH]3)OCO5)n(Cc3ccccc3)c12,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,1.9,10^-6 cm/s,,CHEMBL5137079
CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1,2228301,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.0,10^-6 cm/s,,CHEMBL5137079
CCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,78.4,10^-6 cm/s,,CHEMBL5137079
CCCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,40.3,10^-6 cm/s,,CHEMBL5137079
Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3cc(NC(=O)CC[C@H](N)C(=O)O)ccc3[nH]1)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,0.1,10^-6 cm/s,,CHEMBL5137079
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,81.3,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,70.5,10^-6 cm/s,,CHEMBL5137079
N#Cc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,39.1,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(F)cc4[nH]3)n(Cc3ccccc3)c12,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,84.6,10^-6 cm/s,,CHEMBL5137079
COC(=O)c1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,76.5,10^-6 cm/s,,CHEMBL5137079
COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,65.0,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(O)cc4[nH]3)n(Cc3ccccc3)c12,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,10.8,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(OCCO)cc4[nH]3)n(Cc3ccccc3)c12,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,8.4,10^-6 cm/s,,CHEMBL5137079
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,79.7,10^-6 cm/s,,CHEMBL5137079
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4cc5c(cc4[nH]3)OCO5)n(Cc3ccccc3)c12,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,57.2,10^-6 cm/s,,CHEMBL5137079
CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1,2228302,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,35.3,10^-6 cm/s,,CHEMBL5137079
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2OC)[C@H]1NC(C)=O,2228838,Apparent permeability from apical to basolateral side in human Caco-2 cells at 20 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,0.0191,10^-6 cm/s,,CHEMBL5137088
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccsc3)cc2OC)[C@H]1NC(C)=O,2228838,Apparent permeability from apical to basolateral side in human Caco-2 cells at 20 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,0.0262,10^-6 cm/s,,CHEMBL5137088
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,2228838,Apparent permeability from apical to basolateral side in human Caco-2 cells at 20 uM measured after 2 hrs by LC-MS/MS analysis,A,2022,0.0491,10^-6 cm/s,,CHEMBL5137088
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n(C1CCN(C)CC1)c(=O)n2C,2229357,Apparent permeability of compound across apical to basal membrane in human Caco-2 by ABBA assay,A,2022,14.0,10^-6 cm/s,,CHEMBL5137107
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C)C1)c(=O)n2C,2229357,Apparent permeability of compound across apical to basal membrane in human Caco-2 by ABBA assay,A,2022,19.0,10^-6 cm/s,,CHEMBL5137107
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n(C1CCNCC1)c(=O)n2C,2229357,Apparent permeability of compound across apical to basal membrane in human Caco-2 by ABBA assay,A,2022,0.7,10^-6 cm/s,,CHEMBL5137107
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(CCO)C1)c(=O)n2C,2229357,Apparent permeability of compound across apical to basal membrane in human Caco-2 by ABBA assay,A,2022,2.6,10^-6 cm/s,,CHEMBL5137107
Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CNC[C@H]1F)c(=O)n2C,2229357,Apparent permeability of compound across apical to basal membrane in human Caco-2 by ABBA assay,A,2022,9.4,10^-6 cm/s,,CHEMBL5137107
FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1,2230760,Passive permeability of compound across apical to basolateral in human Caco2 cells at 10 uM and measured upto 120 mins by LC-MS/MS analysis,A,2022,44.0,10^-6 cm/s,,CHEMBL5143527
COc1cc2ncnc(N3CCC(CN4CCN(c5ccc(Cl)cc5)CC4)C3)c2cc1OC,2232788,Permeability of the compound across apical to basolateral side in human Caco-2 cells at pH 6.5,A,2022,0.26,10^-6 cm/s,,CHEMBL5143617
COc1cc2ncnc(N3CCC(CN4CCN(c5ccc(Cl)cc5)CC4)C3)c2cc1OC,2232790,Permeability of the compound across apical to basolateral side in human Caco-2 cells at pH 7.4,A,2022,0.05,10^-6 cm/s,,CHEMBL5143617
O=C(C[C@H](CCN1CCCCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1,2234645,Apparent permeability from apical to basolateral side in human Caco-2 cells by LC-MS/MS analysis,A,2022,0.0,10^-6 cm/s,,CHEMBL5143709
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1,2234645,Apparent permeability from apical to basolateral side in human Caco-2 cells by LC-MS/MS analysis,A,2022,33.0,10^-6 cm/s,,CHEMBL5143709
CN(CC[C@@H](CC(=O)NC1CCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)C1CCCCC1,2234645,Apparent permeability from apical to basolateral side in human Caco-2 cells by LC-MS/MS analysis,A,2022,0.0,10^-6 cm/s,,CHEMBL5143709
Cc1cnn(CC[C@@H](CC(=O)NC2CCC2)NC(=O)c2cc(-c3ccccc3C(F)(F)F)n(C3CCCC3)n2)c1,2234645,Apparent permeability from apical to basolateral side in human Caco-2 cells by LC-MS/MS analysis,A,2022,8.0,10^-6 cm/s,,CHEMBL5143709
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)Nc1nnn[nH]1,2234645,Apparent permeability from apical to basolateral side in human Caco-2 cells by LC-MS/MS analysis,A,2022,8.0,10^-6 cm/s,,CHEMBL5143709
O=C(C[C@H](CCN1CCCCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1,2234646,Apparent permeability from basolateral to apical side in human Caco-2 cells by LC-MS/MS analysis,A,2022,52.0,10^-6 cm/s,,CHEMBL5143709
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1,2234646,Apparent permeability from basolateral to apical side in human Caco-2 cells by LC-MS/MS analysis,A,2022,36.0,10^-6 cm/s,,CHEMBL5143709
CN(CC[C@@H](CC(=O)NC1CCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)C1CCCCC1,2234646,Apparent permeability from basolateral to apical side in human Caco-2 cells by LC-MS/MS analysis,A,2022,68.0,10^-6 cm/s,,CHEMBL5143709
Cc1cnn(CC[C@@H](CC(=O)NC2CCC2)NC(=O)c2cc(-c3ccccc3C(F)(F)F)n(C3CCCC3)n2)c1,2234646,Apparent permeability from basolateral to apical side in human Caco-2 cells by LC-MS/MS analysis,A,2022,24.0,10^-6 cm/s,,CHEMBL5143709
O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)Nc1nnn[nH]1,2234646,Apparent permeability from basolateral to apical side in human Caco-2 cells by LC-MS/MS analysis,A,2022,8.0,10^-6 cm/s,,CHEMBL5143709
COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,2235127,Apparent permeability of compound across apical to basal membrane in human Caco-2 cells,A,2022,17.5,10^-6 cm/s,,CHEMBL5143723
COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,2235128,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,2022,29.6,10^-6 cm/s,,CHEMBL5143723
Cn1cc2c3cc(C(=O)O)ccc3n(-c3ccc(C(F)(F)F)cc3)c2n1,2235318,Apparent permeability of compound in human Caco-2 cells,A,2022,16.0,10^-6 cm/s,,CHEMBL5143725
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,2235754,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 at 10 uM measured after 120 mins by LC-MS/MS analysis,A,2022,32.3,10^-6 cm/s,,CHEMBL5143739
N#Cc1ccc2c(c1)C[C@H](CO)N[C@@H]2c1cc(F)cc(Cl)c1,2239367,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,103.0,nm/s,,CHEMBL5150049
N#Cc1ccc2c(c1)C[C@H](CO)N[C@@H]2c1cc(F)cc(Cl)c1,2239368,Apparent permeability across basolateral to apical side in human Caco-2 cells,A,2022,154.0,nm/s,,CHEMBL5150049
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cnco5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.86,10^-6 cm/s,,CHEMBL5150063
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ncon5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.35,10^-6 cm/s,,CHEMBL5150063
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cccs5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.8,10^-6 cm/s,,CHEMBL5150063
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.92,10^-6 cm/s,,CHEMBL5150063
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccc(C(=O)O)o5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.33,10^-6 cm/s,,CHEMBL5150063
Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(C5=CCCC5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1,2239896,Apparent permeability across apical to basolateral side in human Caco-2 cells,A,2022,0.23,10^-6 cm/s,,CHEMBL5150063
